time,open,high,low,close,Volume
1635724800,0.00005787,0.00005842,0.00005787,0.00005842,46
1635725700,0.00005842,0.00005847,0.00005795,0.00005795,226.61242
1635726600,0.00005752,0.00005752,0.00005752,0.00005752,2
1635727500,0.00005752,0.00005752,0.00005752,0.00005752,0
1635728400,0.00005752,0.00005752,0.00005752,0.00005752,0
1635729300,0.00005752,0.00005752,0.00005752,0.00005752,0
1635730200,0.00005752,0.00005752,0.00005752,0.00005752,0
1635731100,0.00005752,0.00005752,0.00005752,0.00005752,0
1635732000,0.00005752,0.00005752,0.0000571,0.0000571,102
1635732900,0.0000571,0.0000571,0.00005585,0.00005585,2
1635733800,0.00005585,0.00005585,0.00005585,0.00005585,0
1635734700,0.00005585,0.00005585,0.00005585,0.00005585,0
1635735600,0.00005585,0.00005585,0.00005585,0.00005585,0
1635736500,0.00005585,0.00005585,0.00005585,0.00005585,0
1635737400,0.00005585,0.00005585,0.00005585,0.00005585,0
1635738300,0.00005585,0.00005585,0.00005585,0.00005585,0
1635739200,0.00005585,0.00005605,0.00005585,0.00005604,19
1635740100,0.00005579,0.00005579,0.00005579,0.00005579,2
1635741000,0.00005579,0.00005579,0.00005579,0.00005579,0
1635741900,0.00005579,0.00005579,0.00005579,0.00005579,0
1635742800,0.00005579,0.00005579,0.00005579,0.00005579,0
1635743700,0.00005579,0.00005579,0.00005579,0.00005579,0
1635744600,0.00005579,0.00005579,0.00005579,0.00005579,0
1635745500,0.00005579,0.00005579,0.00005579,0.00005579,0
1635746400,0.00005579,0.00005579,0.00005579,0.00005579,0
1635747300,0.00005579,0.00005579,0.00005579,0.00005579,0
1635748200,0.00005579,0.00005579,0.00005579,0.00005579,0
1635749100,0.00005579,0.00005579,0.00005579,0.00005579,0
1635750000,0.00005579,0.00005579,0.00005579,0.00005579,0
1635750900,0.00005579,0.00005579,0.00005491,0.00005491,2
1635751800,0.00005491,0.00005491,0.00005491,0.00005491,0
1635752700,0.00005491,0.00005491,0.00005491,0.00005491,0
1635753600,0.00005491,0.00005491,0.00005491,0.00005491,0
1635754500,0.00005491,0.00005491,0.00005491,0.00005491,0
1635755400,0.00005491,0.00005491,0.00005491,0.00005491,0
1635756300,0.00005491,0.00005491,0.00005491,0.00005491,0
1635757200,0.00005491,0.00005491,0.00005491,0.00005491,0
1635758100,0.00005491,0.00005491,0.00005491,0.00005491,0
1635759000,0.00005491,0.00005491,0.00005491,0.00005491,0
1635759900,0.00005491,0.00005491,0.00005491,0.00005491,0
1635760800,0.00005491,0.00005675,0.00005491,0.00005675,5.04814382
1635761700,0.00005675,0.00005675,0.00005675,0.00005675,0
1635762600,0.00005675,0.00005675,0.00005586,0.00005586,2
1635763500,0.00005586,0.00005586,0.00005586,0.00005586,0
1635764400,0.00005586,0.00005586,0.00005586,0.00005586,0
1635765300,0.00005586,0.00005586,0.00005586,0.00005586,0
1635766200,0.00005586,0.00005586,0.00005586,0.00005586,0
1635767100,0.00005586,0.00005586,0.00005586,0.00005586,0
1635768000,0.00005586,0.00005767,0.00005586,0.00005701,12.70664
1635768900,0.00005701,0.00005701,0.00005701,0.00005701,0
1635769800,0.00005701,0.00005701,0.00005545,0.00005545,2
1635770700,0.00005545,0.00005545,0.00005545,0.00005545,0
1635771600,0.00005545,0.00005545,0.00005545,0.00005545,0
1635772500,0.00005545,0.00005545,0.00005545,0.00005545,0
1635773400,0.00005545,0.00005545,0.00005545,0.00005545,0
1635774300,0.00005545,0.00005545,0.00005545,0.00005545,0
1635775200,0.00005545,0.00005545,0.00005545,0.00005545,0
1635776100,0.00005545,0.00005545,0.00005545,0.00005545,0
1635777000,0.00005545,0.00005545,0.00005545,0.00005545,0
1635777900,0.00005545,0.00005638,0.00005545,0.00005638,7.61787493
1635778800,0.00005638,0.00005638,0.00005638,0.00005638,0
1635779700,0.00005638,0.00005638,0.00005638,0.00005638,0
1635780600,0.00005638,0.00005638,0.00005638,0.00005638,0
1635781500,0.00005638,0.00005638,0.00005638,0.00005638,0
1635782400,0.00005638,0.00005638,0.00005638,0.00005638,0
1635783300,0.00005638,0.00005638,0.00005638,0.00005638,0
1635784200,0.00005638,0.00005638,0.00005638,0.00005638,0
1635785100,0.00005638,0.00005638,0.00005638,0.00005638,0
1635786000,0.00005638,0.00005638,0.00005638,0.00005638,0
1635786900,0.00005638,0.00005638,0.00005638,0.00005638,0
1635787800,0.00005638,0.00005638,0.00005638,0.00005638,0
1635788700,0.00005638,0.00005638,0.00005638,0.00005638,0
1635789600,0.00005638,0.00005638,0.00005638,0.00005638,0
1635790500,0.00005638,0.00005638,0.00005638,0.00005638,0
1635791400,0.00005638,0.00005638,0.00005638,0.00005638,0
1635792300,0.00005638,0.00005915,0.00005638,0.00005915,186.7423188
1635793200,0.00005915,0.000083,0.00005915,0.0000595,1015.306493
1635794100,0.0000595,0.0000595,0.0000595,0.0000595,0
1635795000,0.0000595,0.0000595,0.0000595,0.0000595,0
1635795900,0.0000595,0.0000595,0.0000595,0.0000595,0
1635796800,0.0000595,0.0000595,0.00005594,0.00005594,92.25233672
1635797700,0.00005609,0.00005609,0.00005609,0.00005609,8
1635798600,0.00005609,0.00005609,0.00005609,0.00005609,0
1635799500,0.00005609,0.00005609,0.00005609,0.00005609,0
1635800400,0.00005609,0.00005609,0.00005609,0.00005609,0
1635801300,0.00005609,0.00005609,0.00005609,0.00005609,0
1635802200,0.00005609,0.00005695,0.00005609,0.00005695,13.33912811
1635803100,0.00005695,0.00005695,0.00005695,0.00005695,0
1635804000,0.00005695,0.00005695,0.00005695,0.00005695,0
1635804900,0.00005695,0.00005695,0.00005695,0.00005695,0
1635805800,0.00005695,0.00005695,0.00005695,0.00005695,0
1635806700,0.00005695,0.00005928,0.00005695,0.00005928,5
1635807600,0.00005928,0.00005928,0.00005928,0.00005928,0
1635808500,0.00005928,0.00005928,0.00005916,0.00005916,36.32150117
1635809400,0.00005916,0.00005916,0.00005915,0.00005916,35.30979671
1635810300,0.00005916,0.00005916,0.00005916,0.00005916,0
1635811200,0.00005916,0.00005916,0.00005916,0.00005916,0
1635812100,0.00005916,0.00005916,0.00005916,0.00005916,0
1635813000,0.00005916,0.00005916,0.00005916,0.00005916,0
1635813900,0.00005916,0.00005916,0.00005916,0.00005916,0
1635814800,0.00005916,0.00005916,0.00005916,0.00005916,0
1635815700,0.00005916,0.00005916,0.00005916,0.00005916,0
1635816600,0.00005916,0.00005916,0.00005916,0.00005916,0
1635817500,0.00005916,0.00005916,0.00005916,0.00005916,0
1635818400,0.00005916,0.00005916,0.00005916,0.00005916,0
