time,open,high,low,close,Volume
1635973200,62773.105,62928.185,62773.105,62906.726,1.17108539
1635974100,62889.435,63014,62873.226,63013.537,2.12665093
1635975000,63007.133,63219.779,62961.454,63155.535,0.78566005
1635975900,63194.591,63219.779,63000,63137.035,1.66277854
1635976800,63162.423,63219.779,62966.206,62974.071,1.18001347
1635977700,62951.229,63077.053,62825.061,62844.571,1.72009817
1635978600,62844.571,62941.929,62837.47,62858.627,0.90430909
1635979500,62860.202,62952.7,62751.301,62821.64,3.40761982
1635980400,62831.615,62935.145,62820.102,62838.44,0.71441193
1635981300,62828.73,62945.65,62828.73,62945.65,0.58595723
1635982200,62933.118,63079.6,62886.36,63012.942,1.01373973
1635983100,63003.85,63092.317,62939.683,62946.762,1.40878644
1635984000,62937.73,63085.334,62882.741,63055.574,0.90403279
1635984900,63069.701,63123.41,62992.266,63123.41,0.40980695
1635985800,63096.955,63128.199,62821.175,62861.185,0.77785016
1635986700,62861.185,62883.138,62781.271,62875.558,1.78906015
1635987600,62881.4,62881.4,62537.549,62593.376,1.07006239
1635988500,62611.096,62628.112,62504.372,62550.652,1.11359762
1635989400,62514.09,62563.018,62457.048,62550.73,2.23346765
1635990300,62518.096,62554.754,62340,62389.036,2.27806118
1635991200,62366.407,62521.988,62257.18,62514.753,2.37723543
1635992100,62527.648,62527.648,62446.42,62477.647,0.86977396
1635993000,62505.964,62520.432,62393.691,62437.942,0.78874424
1635993900,62500.347,62576.288,62468.841,62545.36,0.75814691
1635994800,62612.098,62624.915,62491.034,62491.034,0.44257344
1635995700,62532.805,62532.805,62331.503,62421.327,0.37112865
1635996600,62459.044,62541.687,62444.503,62505.26,0.63348806
1635997500,62505.26,62509.46,62403.448,62476.05,0.1919876
1635998400,62476.05,62719.309,62476.05,62675.768,1.47772137
1635999300,62728.779,62742.229,62661.932,62683.251,0.20641519
1636000200,62676.908,62861.893,62640.38,62759.195,1.02213469
1636001100,62725.527,62825.881,62722.194,62743.071,0.41115419
1636002000,62771.249,62797.68,62635.701,62648.433,0.16174049
1636002900,62706.039,62707.221,62636.792,62645.521,0.92753241
1636003800,62639.791,62639.791,62427.524,62444.582,0.803025
1636004700,62439.595,62482.997,62388.22,62441.829,0.50137826
1636005600,62416.57,62487.21,62395.432,62482.96,0.33259059
1636006500,62487.759,62567.045,62450.801,62554.21,2.5823475
1636007400,62529.31,62669.629,62426.457,62442.02,2.51830371
1636008300,62414.648,62537.987,62414.648,62456.941,0.82830772
1636009200,62522.648,62638.775,62504.365,62514.385,0.10173311
1636010100,62502.732,62502.732,62326.079,62326.079,0.22866508
1636011000,62348.17,62467.167,62235.554,62365.7,1.42675278
1636011900,62319.56,62319.56,61899.9,61899.9,3.12652804
1636012800,61914.052,62033.681,61756.859,62022.875,2.9202311
1636013700,62037.669,62334.834,61981.323,62118,2.46243309
1636014600,62057.69,62057.69,61725.966,61830.91,2.63666359
1636015500,61826.481,61826.481,61632.534,61680.457,1.54272202
1636016400,61625,61635.598,61300.3,61635.598,3.87068881
1636017300,61650,61750.898,61599.659,61699.428,0.41747804
1636018200,61670.414,61670.414,61514.707,61568.109,0.98531922
1636019100,61649.148,61863.288,61649.148,61817.789,0.57242972
1636020000,61802.203,61867.19,61741.873,61780.309,0.52444016
1636020900,61780.309,61851.547,61723.553,61766.213,0.37268651
1636021800,61766.212,61852.5,61695.149,61852.5,0.77800676
1636022700,61852.5,61985.004,61822.531,61959.194,3.72885335
1636023600,61959.194,62002.83,61904.3,62002.83,0.53528271
1636024500,61976.444,61976.444,61804.018,61804.08,1.48386152
1636025400,61806.36,61833.832,61322.623,61374.722,2.27003198
1636026300,61370.586,61507.29,61358.7,61493.1,1.48189894
1636027200,61467.069,61655.933,61383.85,61640.11,1.96958847
1636028100,61650.89,61703.741,61597.12,61675.342,0.2779659
1636029000,61675.03,61735.5,61578.44,61727.66,0.55563776
1636029900,61699.01,61919.144,61679.43,61914.52,0.4550191
1636030800,61929.8,62026.21,61882.191,61983.988,1.49827995
1636031700,61970,61970,61746.548,61892.008,3.78128249
1636032600,61961,61961,61643.911,61760.616,0.81719144
1636033500,61755.15,62242.7,61685.345,62171.964,1.40364746
1636034400,62171.964,62449.385,62171.964,62424.742,0.80065157
1636035300,62421.054,62421.054,62058.981,62080.582,1.20723816
1636036200,62048.76,62152.92,62010.35,62010.35,1.1290521
1636037100,62047.197,62060.853,61750.35,61860.687,1.08071394
1636038000,61839.67,61863.318,61229.75,61252.42,6.63026429
1636038900,61245.914,61319.6,60853.251,61230.913,4.92500741
1636039800,61224.197,61381.109,61131.459,61264.428,2.75030678
1636040700,61305.782,61305.782,61007.124,61116.355,2.48286882
1636041600,61090.834,61333.74,60894.48,61303.54,4.7547461
1636042500,61303.179,61346.57,61108.16,61246.563,3.34270119
1636043400,61173.91,61173.91,60930.6,61110.964,2.54105401
1636044300,61116.19,61267.5,61116.19,61219.404,0.95212086
1636045200,61212.72,61294.139,61179.451,61197.92,1.29468758
1636046100,61215.7,61223.818,60957.325,60970.649,1.17846752
1636047000,61001.4,61139.679,60809.423,61012,2.34833643
1636047900,60997.915,61097.879,60900,60918.31,1.97224288
1636048800,60910.55,61234.267,60771.161,61149.423,2.08272434
1636049700,61139.45,61426.689,61127.9,61335.929,2.76267917
1636050600,61358.607,61358.607,61247.308,61268.058,1.01695378
1636051500,61238.789,61266.26,60818.81,60818.81,3.11128853
1636052400,60769.8,61008.178,60735.401,61008.178,1.06739021
1636053300,61008.178,61142.464,60967.717,61096.253,1.2524001
1636054200,61106.505,61290.055,61106.505,61236.474,0.62730613
1636055100,61201.741,61325.491,61201.741,61273.7,1.51707568
1636056000,61292.068,61292.068,61125.01,61131.772,0.83089817
1636056900,61159.49,61555.185,61159.49,61437.049,0.93693705
1636057800,61421.963,61431.669,61292.641,61321.08,1.2236786
1636058700,61327.519,61403.002,61275.729,61366.633,0.53359117
1636059600,61380.609,61454.743,61218.121,61218.121,1.23609973
1636060500,61253.249,61423.9,61253.249,61423.9,0.43544765
1636061400,61437,61500,61375.415,61444.685,0.31963254
1636062300,61387.391,61485.661,61364.658,61426.839,0.69275628
1636063200,61416.9,61416.9,61072.05,61198.456,1.68539733
1636064100,61202.778,61348.599,61202.778,61348.599,0.56815534
1636065000,61355.635,61404.171,61297.247,61325.458,0.36841145
1636065900,61331.703,61331.703,61186.87,61194.024,1.43100259
1636066800,61203.627,61343.038,61153.844,61343.038,3.07003569
1636067700,61314.53,61552,61314.53,61480.213,2.43227342
1636068600,61475.816,61483.479,61329.398,61344.26,1.08749317
1636069500,61330.83,61481.413,61324.18,61452.76,1.64618353
1636070400,61447.56,61552.44,61375.197,61375.197,0.60132324
1636071300,61375.19,61375.19,61123.668,61255.103,1.69823788
1636072200,61250.17,61312.23,61097.3,61097.3,1.20272409
1636073100,61129.203,61156.513,60851.235,60894.745,1.62039178
1636074000,60891.9,61302.25,60891.9,61293.51,0.63487706
1636074900,61301.799,61330.485,61132.911,61147.98,0.81564594
1636075800,61123.305,61434.78,61096.33,61434.78,1.07417174
1636076700,61456.87,61791.185,61449.714,61779.94,2.28944873
1636077600,61836.74,61956.714,61773.94,61920.721,2.52973083
1636078500,61957.79,61962.176,61820.23,61855.469,0.49833867
1636079400,61850.908,61870.446,61714.648,61731.711,1.05080238
1636080300,61747.325,61786.497,61702.389,61711.895,0.88135507
1636081200,61713.04,62141.15,61713.04,62141.15,1.77336081
1636082100,62165.89,62370.47,62127,62134.209,2.59514372
1636083000,62224.084,62224.084,62062.949,62108.217,0.8408638
1636083900,62078.969,62318.409,62056.273,62291.387,1.42102027
1636084800,62233.291,62355.639,62222.79,62252.266,0.62678234
1636085700,62224.356,62280.375,62164.783,62180.86,0.54798022
1636086600,62180.86,62349.978,62140.63,62322.761,3.93879822
1636087500,62322.761,62322.761,62122.298,62133.19,1.53708256
1636088400,62133.19,62133.19,61968.3,62075.677,3.53529074
1636089300,62081.678,62173.216,62061.657,62136.697,1.47269015
1636090200,62136.697,62159.019,61940.987,62009.989,2.12180677
1636091100,62015.417,62216.952,62015.417,62198.307,1.02796968
1636092000,62220.328,62539.979,62207.623,62441.952,14.39559229
1636092900,62412.221,62623.684,62344.196,62513.035,1.3076155
1636093800,62521.223,62521.223,62269.749,62313.052,0.60304865
1636094700,62302.505,62337.611,62182.111,62224.13,0.57865732
1636095600,62240.393,62326.695,62224.469,62320.267,1.16958079
1636096500,62320.267,62489.84,62265.761,62343.72,0.63214782
1636097400,62331.754,62444.202,62320.824,62344.291,0.48396145
1636098300,62338.69,62338.69,62141.011,62178.859,1.0849794
1636099200,62180.192,62234.308,62009.073,62024.477,2.43825535
1636100100,62046.337,62103.58,62030.45,62082.281,1.11467194
1636101000,62048.103,62130.891,62035.865,62074.536,0.65096508
1636101900,62081.417,62219.742,62071.283,62202.849,1.28427236
1636102800,62238.663,62254.252,61979.831,62134.555,1.31743807
1636103700,62134.556,62149.798,61928.82,61928.82,0.35710762
1636104600,61909.298,61909.298,61701.763,61738.417,1.98351869
1636105500,61745.072,61790.027,61561.763,61720.989,1.90126327
1636106400,61758.89,61800,61628.003,61662.235,0.19750832
1636107300,61661.528,61798.817,61648.878,61718.291,0.38874989
1636108200,61710.584,61710.584,61519.198,61573.991,0.34190693
1636109100,61585.92,61628.482,61500,61628.482,0.66674865
1636110000,61606.194,61670.22,61336.491,61461.475,1.21404521
1636110900,61471.3,61530.064,61320,61495.881,1.89087611
1636111800,61511.729,61802.82,61511.729,61560.701,1.57966792
1636112700,61532.03,61620.272,61249.993,61296.889,1.65697635
1636113600,61290.504,61529.286,61246.55,61487.093,1.97369936
1636114500,61426.686,61460.112,61351.228,61351.228,0.92504402
1636115400,61374.26,61514.613,61216.621,61359.644,1.49899074
1636116300,61362.556,61609.26,61311.375,61559.397,1.35476455
1636117200,61559.43,61598.36,61486.806,61598.36,1.59379963
1636118100,61598.36,61648.78,61522.413,61549.447,0.8911373
1636119000,61577.562,61942.747,61527.939,61783.822,3.43079084
1636119900,61737.74,61902.36,61653.058,61822.141,3.08833437
1636120800,61866.24,61893.813,61669.008,61669.008,2.80083525
1636121700,61669.008,61736.957,61588.909,61633.719,2.51892922
1636122600,61622.236,61670.044,61404.279,61404.279,1.00010501
1636123500,61414.024,61548.81,61254.702,61312.41,2.75434456
1636124400,61296.733,61332.635,60912.581,61024.428,5.50869653
1636125300,61010.63,61086.38,60900.01,61080.494,1.81458379
1636126200,61087.2,61183.997,60818,60832.53,2.03120302
1636127100,60818.192,60976.8,60812,60852.856,2.03650417
1636128000,60820.55,60951.3,60806.386,60918.052,3.57651002
1636128900,60918.283,61064.13,60879.272,60987.077,0.5132705
1636129800,60973.128,60995.5,60902.162,60920.673,0.67553143
1636130700,60906.341,61024.639,60870,60936.649,1.37880669
1636131600,60923.361,61002.946,60862.331,60901.613,0.43198226
1636132500,60951.4,60975.518,60854.88,60866.868,1.06803698
